,Org ID,Building Snapshot Field name,Building snapshot extra data field key,Bluesky table name,Bluesky Field Name,Data Source,,Multiple Tax Lot data source
1,69,,"Worship Facility - Number Of Weekdays Open",Property,extra_data,CBL,,
1,69,,"Multifamily Housing - Number Of Residential Living Units In A Low-Rise Setting (1-4 Stories)",Property,extra_data,CBL,,
1,69,,"K-12 School - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"Hospital (General Medical & Surgical) - Laboratory",Property,extra_data,CBL,,
1,69,,"Hospital (General Medical & Surgical) - MRI Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"Hotel - Amount Of Laundry Processed On-site Annually (short Tons/year)",Property,extra_data,CBL,,
1,69,,"Retail Store - Number of Cash Registers",Property,extra_data,CBL,,
1,69,,"K-12 School - Weekend Operation",Property,extra_data,CBL,,
1,69,,"Hospital (General Medical & Surgical) - Staffed Bed Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"Multifamily Housing - Number Of Bedrooms Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"Hotel - Commercial Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"K-12 School - Student Seating Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"Hospital (General Medical & Surgical) - Tertiary Care",Property,extra_data,CBL,,
1,69,,"K-12 School - School District",Property,extra_data,CBL,,
1,69,,"K-12 School - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"K-12 School - Percent That Can Be Cooled",Property,extra_data,CBL,,
1,69,,"Multifamily Housing - Number of Bedrooms",Property,extra_data,CBL,,
1,69,,"Hospital (General Medical & Surgical) - Number Of Workers On Main Shift Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,69,,"K-12 School - High School",Property,extra_data,CBL,,
1,69,,"Retail Store - Number of Open or Closed Refrigeration/Freezer Units",Property,extra_data,CBL,,
1,69,,"2016 Report Received",Property,extra_data,CBL,,
,District of Columbia Department of Energy and Environment,,,,,,RM 6/20/2016: this represents first cut for Nathan to use to get his procedure figured out,
1,184,,Exemption Reason,Property,extra_data,,,
1,184,,District of Columbia Building Unique ID,Property,jurisdiction_property_id,,Building ID,
1,184,,Is Exempt,Property,extra_data,CBL,,
1,184,,Is Exempt 2013 Data,Property,extra_data,CBL,,
1,184,,Is Exempt 2014 Data,Property,extra_data,CBL,,
1,184,,Is Exempt 2015 Data,Property,extra_data,CBL,,
1,184,,Is Foreign Sovereign Owner,Property,extra_data,CBL,From Tax data ? ,
1,184,,Number of Units,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Owner Agent 1,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Owner City,Property,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Owner Name,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Owner State,Property,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Use Class,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Ward,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,X,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Y,Tax,extra_data,,Emailed Marshall if the OTR fields are from the Tax Data,
1,184,,Address,Property,extra_data,PM,,
1,184,,Adult Education - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Alert - Data Center Does Not Have An IT Meter,Property,extra_data,PM,,
1,184,,Alert - Gross Floor Area Is 0 Ft2,Property,extra_data,PM,,
1,184,,Alert - Individual Monthly Meter Entry Is More Than 65 Days Long,Property,extra_data,PM,,
1,184,,Alert - Meter Has Gaps,Property,extra_data,PM,,
1,184,,Alert - Meter Has Less Than 12 Full Calendar Months Of Data,Property,extra_data,PM,,
1,184,,Alert - Meter Has Overlaps,Property,extra_data,PM,,
1,184,,Alert - No Meters Are Associated With This Property,Property,extra_data,PM,,
1,184,,Alert - Property Has No Uses,Property,extra_data,PM,,
1,184,,Alternative Water Generated On-Site: Mixed Indoor/Outdoor Use (kgal),Property,extra_data,PM,,
1,184,,Ambulatory Surgical Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Aquarium - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Automobile Dealership - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Avoided Emissions - Offsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,Avoided Emissions - Onsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,Bank Branch - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Bar/Nightclub - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Barracks- Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Bowling Alley - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Casino - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,College/University - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Construction Status,Property,extra_data,PM,,
1,184,,Convenience Store With Gas Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Convenience Store Without Gas Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Convention Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Courthouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Data Center - Cooling Equipment Redundancy,Property,extra_data,PM,,
1,184,,Data Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Data Center - IT Energy Configuration,Property,extra_data,PM,,
1,184,,Data Center - IT Equipment Input Meter (kWh),Property,extra_data,PM,,
1,184,,Data Center - IT Site Energy (kWh),Property,extra_data,PM,,
1,184,,Data Center - IT Source Energy (kBtu),Property,extra_data,PM,,
1,184,,Data Center - National Median PUE,Property,extra_data,PM,,
1,184,,Data Center - PDU Input Meter (kWh),Property,extra_data,PM,,
1,184,,Data Center - PDU Output Meter (kWh),Property,extra_data,PM,,
1,184,,Data Center - PUE,Property,extra_data,PM,,
1,184,,Data Center - UPS Output Meter (kWh),Property,extra_data,PM,,
1,184,,Data Center - UPS System Redundancy,Property,extra_data,PM,,
1,184,,Data Quality Checker - Date Run,Property,extra_data,PM,,
1,184,,Data Quality Checker Run?,Property,extra_data,PM,,
1,184,,DC Real Property Unique ID,Property,extra_data,PM,,
1,184,,Default Data Flag - Multifamily,Property,extra_data,PM,,
1,184,,Default Values,Property,extra_data,PM,,
1,184,,Diesel #2 Use (kBtu),Property,extra_data,PM,,
1,184,,Direct GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,District Chilled Water Use (kBtu),Property,extra_data,PM,,
1,184,,District Hot Water Use (kBtu),Property,extra_data,PM,,
1,184,,District Steam Use (kBtu),Property,extra_data,PM,,
1,184,,Drinking Water Treatment & Distribution - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Electricity Use  Generated From Onsite Renewable Systems (kWh),Property,extra_data,PM,,
1,184,,Electricity Use  Generated From Onsite Renewable Systems And Used Onsite (kWh),Property,extra_data,PM,,
1,184,,Electricity Use - Grid Purchase (kWh),Property,extra_data,PM,,
1,184,,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Property,extra_data,PM,,
1,184,,Enclosed Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Application Status,Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Eligibility,Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Last Approval Date,Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Next Eligible Date,Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Profile Published,Property,extra_data,PM,,
1,184,,ENERGY STAR Certification - Year(s) Certified,Property,extra_data,PM,,
1,184,,ENERGY Star Score,Property,energy_score,,,
1,184,,Energy/Power Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Estimated Data Flag - Electricity (Grid Purchase),Property,extra_data,PM,,
1,184,,Estimated Data Flag - Municipally Supplied Potable Water: Mixed Indoor/Outdoor Use,Property,extra_data,PM,,
1,184,,Estimated Data Flag - Natural Gas,Property,extra_data,PM,,
1,184,,Estimated Values,Property,extra_data,PM,,
1,184,,Fast Food Restaurant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,"Financial Office - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Financial Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Financial Office - Number of Computers,Property,extra_data,PM,,
1,184,,Financial Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,184,,Financial Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,184,,Financial Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,184,,Financial Office - Weekly Operating Hours,Property,extra_data,PM,,
1,184,,"Financial Office - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Fire Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Fitness Center/Health Club/Gym - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Food Sales - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Food Service - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Fuel Oil #1 Use (kBtu),Property,extra_data,PM,,
1,184,,Fuel Oil #2 Use (kBtu),Property,extra_data,PM,,
1,184,,Fuel Oil #4 Use (kBtu),Property,extra_data,PM,,
1,184,,Fuel Oil #5 & 6 Use (kBtu),Property,extra_data,PM,,
1,184,,Green Power - Offsite (kWh),Property,extra_data,PM,,
1,184,,Green Power - Onsite (kWh),Property,extra_data,PM,,
1,184,,Hospital (General Medical & Surgical) - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Hotel - Amount Of Laundry Processed On-site Annually (short Tons/year),Property,extra_data,PM,,
1,184,,"Hotel - Commercial Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Hotel - Cooking Facilities,Property,extra_data,PM,,
1,184,,Hotel - Full Service Spa Floor Area (ft2),Property,extra_data,PM,,
1,184,,Hotel - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Hotel - Gym/fitness  Center Floor Area (ft2),Property,extra_data,PM,,
1,184,,Hotel - Hours Per Day Guests On-site,Property,extra_data,PM,,
1,184,,Hotel - Number Of Commercial Refrigeration/Freezer Units,Property,extra_data,PM,,
1,184,,Hotel - Number Of Guest Meals Served Per Year,Property,extra_data,PM,,
1,184,,Hotel - Number Of Rooms,Property,extra_data,PM,,
1,184,,Hotel - Number of Workers on Main Shift,Property,extra_data,PM,,
1,184,,Hotel - Percent That Can Be Cooled,Property,extra_data,PM,,
1,184,,Hotel - Percent That Can Be Heated,Property,extra_data,PM,,
1,184,,"Hotel - Room Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Hotel - Type of Laundry Facility,Property,extra_data,PM,,
1,184,,"Hotel - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,2nd Largest Property Use - Gross Floor Area (ft2),Property,extra_data,CBL,,
1,184,,2nd Largest Property Use Type,Property,extra_data,CBL,,
1,184,,3rd Largest Property Use Type,Property,extra_data,CBL,,
1,184,,3rd Largest Property Use Type - Gross Floor Area (ft2),Property,extra_data,CBL,,
1,184,,Address 1,Property,extra_data,CBL,,
1,184,,Address 2,Property,extra_data,CBL,,
1,184,,Alternative Water Generated On Site - Mixed Indoor/Outdoor Use (kgal),Property,extra_data,CBL,,
1,184,,CoStar Property ID,Property,extra_data,CBL,,
1,184,,Date Property Last Modified,Property,extra_data,CBL,,
1,184,,Difference From National Median Site EUI,Property,extra_data,CBL,,
1,184,,Difference From National Median Source EUI,Property,extra_data,CBL,,
1,184,,District Of Columbia Building Unique ID,Property,extra_data,CBL,,
1,184,,Electricity Use - Grid Purchase And Generated From Onsite Renewable Systems (kWh),Property,extra_data,CBL,,
1,184,,Energy Current Date,Property,extra_data,CBL,,
1,184,,Estimated Values - Energy,Property,extra_data,CBL,,
1,184,,Estimated Values - Water,Property,extra_data,CBL,,
1,184,,Hotel - Hours Per Day Guests Onsite,Property,extra_data,CBL,,
1,184,,"K-12 School - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,184,,K-12 School - Cooking Facilities,Property,extra_data,CBL,,
1,184,,K-12 School - Gymnasium Floor Area (ft2),Property,extra_data,CBL,,
1,184,,K-12 School - High School,Property,extra_data,CBL,,
1,184,,K-12 School - Months in Use,Property,extra_data,CBL,,
1,184,,K-12 School - Number of Computers,Property,extra_data,CBL,,
1,184,,K-12 School - Number of Walk-in Refrigeration/Freezer Units,Property,extra_data,CBL,,
1,184,,K-12 School - Number of Workers on Main Shift,Property,extra_data,CBL,,
1,184,,K-12 School - Percent That Can Be Cooled,Property,extra_data,CBL,,
1,184,,K-12 School - Percent That Can Be Heated,Property,extra_data,CBL,,
1,184,,"K-12 School - Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,184,,K-12 School - School District,Property,extra_data,CBL,,
1,184,,K-12 School - Student Seating Capacity,Property,extra_data,CBL,,
1,184,,"K-12 School - Student Seating Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,184,,K-12 School - Weekend Operation,Property,extra_data,CBL,,
1,184,,"K-12 School - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,CBL,,
1,184,,Largest Property Use Type,Property,extra_data,CBL,,
1,184,,Largest Property Use Type - Gross Floor Area (ft2),Property,extra_data,CBL,,
1,184,,List Of All Property Use Types At Property,Property,extra_data,CBL,,
1,184,,Municipally Supplied Potable Water - Mixed Indoor/Outdoor Use (kgal),Property,extra_data,CBL,,
1,184,,On Behalf Of,Property,extra_data,CBL,,
1,184,,Property Data Administrator,Property,extra_data,CBL,,
1,184,,Property Data Administrator - Email,Property,extra_data,CBL,,
1,184,,Property GFA - Self-Reported (ft2),Property,extra_data,CBL,,
1,184,,Water Current Date,Property,extra_data,CBL,,
1,184,,Ice/Curling Rink - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Indirect GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,Indoor Arena - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Indoor Water Intensity (All Water Sources) (gal/ft2),Property,extra_data,PM,,
1,184,,Indoor Water Use (All Water Sources) (kgal),Property,extra_data,PM,,
1,184,,K-12 School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Kerosene Use (kBtu),Property,extra_data,PM,,
1,184,,Laboratory - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,LEED US Project ID,Property,extra_data,PM,,
1,184,,Library - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Lifestyle Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Liquid Propane Use (kBtu),Property,extra_data,PM,,
1,184,,Mailing Center/Post Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Manufacturing/Industrial Plant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Medical Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Metered Areas  (Water),Property,extra_data,PM,,
1,184,,Metered Areas (Energy),Property,extra_data,PM,,
1,184,,Movie Theater - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Multifamily Housing - Government Subsidized Housing,Property,extra_data,PM,,
1,184,,Multifamily Housing - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Multifamily Housing - Number of Bedrooms,Property,extra_data,PM,,
1,184,,"Multifamily Housing - Number Of Bedrooms Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Multifamily Housing - Number of Laundry Hookups in All Units,Property,extra_data,PM,,
1,184,,Multifamily Housing - Number Of Laundry Hookups In Common Area(s),Property,extra_data,PM,,
1,184,,Multifamily Housing - Number Of Residential Living Units In A High-Rise Setting (10 Or More Stories),Property,extra_data,PM,,
1,184,,"Multifamily Housing - Number Of Residential Living Units In A High-Rise Setting Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Multifamily Housing - Number Of Residential Living Units In A Low-Rise Setting (1-4 Stories),Property,extra_data,PM,,
1,184,,"Multifamily Housing - Number Of Residential Living Units In A Low-Rise Setting Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Multifamily Housing - Number Of Residential Living Units In A Mid-Rise Setting (5-9 Stories),Property,extra_data,PM,,
1,184,,"Multifamily Housing - Number Of Residential Living Units In A Mid-Rise Setting Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Multifamily Housing - Percent That Can Be Cooled,Property,extra_data,PM,,
1,184,,Multifamily Housing - Percent That Can Be Heated,Property,extra_data,PM,,
1,184,,Multifamily Housing - Resident Population Type,Property,extra_data,PM,,
1,184,,Multifamily Housing - Total Number Of Residential Living Units,Property,extra_data,PM,,
1,184,,"Multifamily Housing - Total Number Of Residential Living Units Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Municipally Supplied Potable Water: Mixed Indoor/Outdoor Use (kgal),Property,extra_data,PM,,
1,184,,Museum - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,National Median Site EUI (kBtu/ft2),Property,extra_data,PM,,
1,184,,National Median Source EUI (kBtu/ft2),Property,extra_data,PM,,
1,184,,Natural Gas Use (therms),Property,extra_data,PM,,
1,184,,Net Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,Non-Refrigerated Warehouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Number of Buildings,Property,building_count,PM,,
1,184,,Occupancy,Property,extra_data,PM,,
1,184,,"Office - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Office - Number of Computers,Property,extra_data,PM,,
1,184,,Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,184,,Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,184,,Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,184,,Office - Weekly Operating Hours,Property,extra_data,PM,,
1,184,,"Office - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,184,,Organization,Property,extra_data,PM,,
1,184,,Other - Education - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Entertainment/Public Assembly - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Lodging/Residential - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Public Services - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Recreation - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Restaurant/Bar - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Services - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Specialty Hospital - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Stadium - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Technology/Science - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other - Utility - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Other Use (kBtu),Property,extra_data,PM,,
1,184,,Outdoor Water Use (All Water Sources) (kgal),Property,extra_data,PM,,
1,184,,Outpatient Rehabilitation/Physical Therapy - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Parent Property Id,Property,pm_parent_property_id,PM,is this the blue sky field name? ,
1,184,,Parent Property Name,Property,extra_data,,,
1,184,,Parking - Completely Enclosed Parking Garage Size (ft2),Property,extra_data,PM,,
1,184,,Parking - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Parking - Open Parking Lot Size (ft2),Property,extra_data,PM,,
1,184,,Parking - Partially Enclosed Parking Garage Size (ft2),Property,extra_data,PM,,
1,184,,Parking - Supplemental Heating,Property,extra_data,PM,,
1,184,,Percent of Electricity that is Green Power,Property,extra_data,PM,,
1,184,,Percent of Total Electricity Generated from Onsite Renewable Systems,Property,extra_data,PM,,
1,184,,Performing Arts - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,"Personal Services (Health/Beauty, Dry Cleaning, Etc.) - Gross Floor Area (ft2)",Property,extra_data,PM,,
1,184,,Police Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Premises Occupancy Classification,Property,use_description,,,
1,184,,Premises Postal Code,Property,postal_code,,,
1,184,,Pre-school/Daycare - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Primary Property Type - EPA Calculated,Property,extra_data,PM,,
1,184,,Prison/Incarceration - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Propane Use (kBtu),Property,extra_data,PM,,
1,184,,Property Data Administrator Email,Property,extra_data,PM,,
1,184,,Property Data Administrator Name,Property,extra_data,PM,,
1,184,,Property GFA - EPA Calculated (Buildings And Parking) (ft2),Property,extra_data,PM,,
1,184,,Property GFA - EPA Calculated (Buildings) (ft2),Property,extra_data,PM,,
1,184,,Property GFA - EPA Calculated (Parking) (ft2),Property,extra_data,PM,,
1,184,,Race Track - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Refrigerated Warehouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,"Repair Services (Vehicle, Shoe, Locksmith, Etc.) - Gross Floor Area (ft2)",Property,extra_data,PM,,
1,184,,Residence Hall/Dormitory - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Restaurant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Retail Store - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Roller Rink - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Self-Storage Facility - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Senior Care Community - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Service and Product Provider,Property,extra_data,PM,,
1,184,,Shared By Contact,Property,extra_data,PM,,
1,184,,Shared On Behalf Of Contact,Property,extra_data,PM,,
1,184,,Single Family Home - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Site Energy Use (kBtu),Property,extra_data,PM,,
1,184,,Social/Meeting Hall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Source Energy Use (kBtu),Property,extra_data,PM,,
1,184,,Stadium (Closed) - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Stadium (Open) - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Strip Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Supermarket/Grocery - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Swimming Pool - Approximate Pool Size,Property,extra_data,PM,,
1,184,,Swimming Pool - Location of Pool,Property,extra_data,PM,,
1,184,,Swimming Pool - Months in Use,Property,extra_data,PM,,
1,184,,Temporary Values,Property,extra_data,PM,,
1,184,,Tax - Table ID,Tax,extra_data,PM,,
1,184,,Total GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,184,,Total GHG Emissions Intensity (kgCO2e/ft2),Property,extra_data,PM,,
1,184,,Transportation Terminal/Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Urgent Care/Clinic/Other Outpatient - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Veterinary Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Vocational School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Wastewater Treatment Plant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Water Use (All Water Sources) (kgal),Property,extra_data,PM,,
1,184,,Weather Normalized Site Electricity (kWh),Property,extra_data,PM,,
1,184,,Weather Normalized Site Energy Use (kBtu),Property,extra_data,PM,,
1,184,,Weather Normalized Site Natural Gas Use (therms),Property,extra_data,PM,,
1,184,,Weather Normalized Source Energy Use (kBtu),Property,extra_data,PM,,
1,184,,Wholesale Club/Supercenter- Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Wood Use (kBtu),Property,extra_data,PM,,
1,184,,Worship Facility - Gross Floor Area (ft2),Property,extra_data,PM,,
1,184,,Zoo - Gross Floor Area (ft2),Property,extra_data,PM,,
,CEC Diane,,,,,,RM (6/20/2016): Did first cut on this data -- it's all test / bogus data so doesn't really matter,
1,124,,$Price/Unit,Property,extra_data,,,
1,124,,% 1-Bed,Property,extra_data,,,
1,124,,% 2-Bed,Property,extra_data,,,
1,124,,% 3-Bed,Property,extra_data,,,
1,124,,% 4-Bed,Property,extra_data,,,
1,124,,% Studios,Property,extra_data,,,
1,124,,Affordable Type,Property,extra_data,,,
1,124,,Amenities,Property,extra_data,,,
1,124,,Anchor GLA,Property,extra_data,,,
1,124,,Anchor Tenants,Property,extra_data,,,
1,124,,Anchor tenants,Property,extra_data,,,
1,124,,Architect Name,Property,extra_data,,,
1,124,,Average Unit Floor Area,Property,extra_data,,,
1,124,,Average Weighted Rent,Property,extra_data,,,
1,124,,Avg Asking/SF,Property,extra_data,CoStar,,
1,124,,Avg Asking/Unit,Property,extra_data,CoStar,,
1,124,,Avg Concessions %,Property,extra_data,CoStar,,
1,124,,Avg Effective/SF,Property,extra_data,CoStar,,
1,124,,Avg Effective/Unit,Property,extra_data,CoStar,,
1,124,,Avg Rent-Direct (Industrial),Property,extra_data,CoStar,,
1,124,,Avg Rent-Direct (Office),Property,extra_data,CoStar,,
1,124,,Avg Rent-Direct (Retail),Property,extra_data,CoStar,,
1,124,,Avg Rent-Sublet (Industrial),Property,extra_data,CoStar,,
1,124,,Avg Rent-Sublet (Office),Property,extra_data,CoStar,,
1,124,,Avg Rent-Sublet (Retail),Property,extra_data,CoStar,,
1,124,,Building Location,Property,extra_data,,,
1,124,,Building Operating Expenses,Property,extra_data,,,
1,124,,Building Park,Property,extra_data,,,
1,124,,Building Tax Expenses,Property,extra_data,,,
1,124,,Buildings Quantity,Property,building_count,,,
1,124,,Cap Rate,Property,extra_data,,,
1,124,,Capacity,Property,extra_data,,,
1,124,,Ceiling Height Range,Property,extra_data,,,
1,124,,Closest Transit Stop,Property,extra_data,,,
1,124,,Closest Transit Stop Dist (mi),Property,extra_data,,,
1,124,,Closest Transit Stop Walk Time (min),Property,extra_data,,,
1,124,,Column Spacing,Property,extra_data,,,
1,124,,Construction Material,Property,extra_data,,,
1,124,,Construction Status,Property,extra_data,,,
1,124,,Core Factor,Property,extra_data,,,
1,124,,County,Property,extra_data,,,
1,124,,Cross Street,Property,extra_data,,,
1,124,,Days On Market,Property,extra_data,,,
1,124,,Desc Prev Column,Property,extra_data,,,
1,124,,Developer Name,Property,extra_data,,,
1,124,,Direct Services,Property,extra_data,,,
1,124,,Direct Vacant Space,Property,extra_data,,,
1,124,,Drive Ins,Property,extra_data,,,
1,124,,Electricity Use  Generated From Onsite Renewable Systems And Used Onsite (kWh),Property,extra_data,,,
1,124,,Electricity Use - Grid Purchase (kWh),Property,extra_data,,,
1,124,,ENERGY Star,Property,extra_data,,,
1,124,,ENERGY STAR Score Assessment Value,Property,energy_score,,,
1,124,,Exp Year,Property,extra_data,,,
1,124,,For Sale Price,Property,extra_data,,,
1,124,,For Sale Status,Property,extra_data,,,
1,124,,Four Bedroom Asking Rent/SF,Property,extra_data,,,
1,124,,Four Bedroom Asking Rent/Unit,Property,extra_data,,,
1,124,,Four Bedroom Avg SF,Property,extra_data,,,
1,124,,Four Bedroom Concessions %,Property,extra_data,,,
1,124,,Four Bedroom Effective Rent/SF,Property,extra_data,,,
1,124,,Four Bedroom Effective Rent/Unit,Property,extra_data,,,
